date,rainfall_mm,water_level_meters,flow_m3_s,temperature_celsius,do_mg_L,bod_mg_L,nitrate_mg_L,fecal_coliform_mpn_100ml
2020-12-08,1.75,71.05,967.84,19.74,6.54,6.19,5.36,10152.0
2020-12-09,4.75,71.13,979.4,18.91,6.02,6.96,5.67,9153.0
2020-12-10,2.21,71.23,994.86,19.39,6.42,6.25,5.92,8922.0
2020-12-11,4.09,71.26,998.96,18.72,6.44,6.19,5.35,8397.0
2020-12-12,0.04,71.21,991.16,19.7,6.55,5.78,5.5,7998.0
2020-12-13,3.54,71.09,972.83,18.95,6.65,5.77,5.55,7463.0
2020-12-14,0.42,71.12,978.2,18.27,6.28,6.55,5.99,7443.0
2020-12-15,1.88,71.06,967.94,18.86,6.55,5.96,5.35,6984.0
2020-12-16,0.7,70.96,953.86,18.31,6.71,6.95,5.49,6481.0
2020-12-17,0.47,70.78,926.15,18.28,6.73,5.38,5.56,6017.0
2020-12-18,1.75,70.57,895.5,18.11,6.48,6.55,5.52,5619.0
2020-12-19,3.65,70.52,887.6,18.79,6.36,6.14,5.34,5393.0
2020-12-20,3.71,70.52,887.81,17.93,6.85,6.12,5.01,5895.0
2020-12-21,2.09,70.54,891.2,17.5,6.32,6.75,5.58,5338.0
2020-12-22,3.95,70.54,890.87,18.15,6.27,6.84,5.31,5597.0
2020-12-23,4.18,70.6,899.56,18.05,6.77,6.08,5.16,5989.0
2020-12-24,0.28,70.63,904.7,17.6,6.75,6.02,5.56,12125.0
2020-12-25,3.89,70.58,895.92,17.67,6.43,7.27,4.73,11417.0
2020-12-26,4.56,70.66,908.52,17.25,6.79,6.13,5.16,10981.0
2020-12-27,1.64,70.67,909.72,17.79,6.73,6.09,5.37,10459.0
2020-12-28,0.1,70.57,895.51,17.77,6.46,6.15,5.25,9385.0
2020-12-29,2.87,70.49,882.38,17.87,6.5,6.68,5.56,8615.0
2020-12-30,2.16,70.48,881.65,17.1,6.6,6.47,5.38,7910.0
2020-12-31,1.56,70.38,867.1,17.2,6.55,5.83,5.25,6636.0
2021-01-01,0.9,70.22,842.92,17.01,6.54,6.45,5.46,5981.0
2021-01-02,3.61,70.14,831.25,17.1,6.99,5.34,5.52,5609.0
2021-01-03,1.61,70.21,841.69,17.44,6.66,6.01,5.48,5334.0
2021-01-04,1.85,70.11,826.29,16.96,6.64,6.07,5.09,4465.0
2021-01-05,2.26,70.13,828.56,17.11,6.54,6.57,5.29,4633.0
2021-01-06,0.6,70.04,815.35,16.21,6.79,5.98,5.41,9767.0
2021-01-07,3.41,69.99,808.5,16.32,6.48,6.39,4.75,8406.0
2021-01-08,1.67,69.95,802.25,16.77,6.53,5.98,4.82,8091.0
2021-01-09,1.27,69.84,785.81,16.16,6.72,5.94,5.62,7280.0
2021-01-10,1.78,69.7,764.83,16.4,6.6,6.05,5.35,7804.0
2021-01-11,3.04,69.67,759.8,15.96,7.14,6.56,5.38,7480.0
2021-01-12,4.47,69.71,765.46,16.51,6.45,6.57,5.26,7309.0
2021-01-13,2.03,69.66,758.22,16.4,6.22,5.98,5.44,7133.0
2021-01-14,0.85,69.56,743.6,16.13,6.74,6.33,4.98,6747.0
2021-01-15,3.47,69.42,723.32,16.17,6.23,6.68,5.19,6586.0
2021-01-16,1.08,69.39,717.93,16.37,6.97,6.61,5.19,6039.0
2021-01-17,4.83,69.4,719.29,16.2,7.19,6.51,5.52,5954.0
2021-01-18,3.26,69.47,730.02,15.55,6.56,6.58,5.34,5851.0
2021-01-19,3.64,69.47,730.57,15.65,6.79,6.57,4.58,6187.0
2021-01-20,2.75,69.41,721.53,15.41,6.79,6.41,5.51,6297.0
2021-01-21,1.36,69.38,717.1,16.59,6.73,6.38,4.67,5273.0
2021-01-22,1.25,69.16,684.18,16.44,7.18,5.72,5.06,4522.0
2021-01-23,3.54,69.11,676.53,16.26,7.19,5.84,4.62,5118.0
2021-01-24,2.81,69.15,681.96,16.14,6.85,6.12,4.97,5452.0
2021-01-25,1.69,69.16,683.26,16.01,6.96,6.03,5.29,5693.0
2021-01-26,3.77,69.13,679.38,15.65,6.85,5.64,5.6,6238.0
2021-01-27,0.86,69.15,681.55,16.28,7.09,5.55,5.43,4964.0
2021-01-28,2.04,69.01,660.96,15.28,7.05,5.52,4.99,4830.0
2021-01-29,1.61,68.99,657.59,16.42,7.21,5.52,5.14,4392.0
2021-01-30,2.74,68.88,641.52,15.9,6.79,6.11,4.84,4153.0
2021-01-31,1.12,68.76,623.05,16.08,6.82,5.81,5.37,3417.0
2021-02-01,3.55,68.6,599.89,16.12,6.85,6.71,5.0,3923.0
2021-02-02,4.81,68.64,606.02,16.3,6.7,6.07,5.16,4797.0
2021-02-03,4.42,68.71,616.29,16.25,6.15,6.84,5.5,6056.0
2021-02-04,2.5,68.82,631.92,15.82,6.87,5.54,4.91,5663.0
2021-02-05,3.29,68.84,635.07,16.23,6.27,5.98,5.36,5895.0
2021-02-06,1.49,68.79,628.87,16.03,6.85,6.06,5.27,5449.0
2021-02-07,3.02,68.72,617.1,16.22,6.69,6.33,5.35,5986.0
2021-02-08,4.43,68.75,621.46,16.71,6.77,6.28,5.3,5915.0
2021-02-09,4.53,68.94,651.17,16.24,6.84,5.53,5.43,6418.0
2021-02-10,2.27,68.97,655.69,15.84,6.42,6.33,5.42,5740.0
2021-02-11,3.61,68.9,644.99,15.84,7.16,5.68,4.85,5442.0
2021-02-12,1.07,68.89,643.6,16.61,6.83,6.29,5.16,4741.0
2021-02-13,0.19,68.69,613.62,16.36,6.72,5.78,5.42,3655.0
2021-02-14,0.05,68.55,592.57,16.08,6.34,5.93,4.96,3687.0
2021-02-15,2.92,68.5,584.62,16.06,6.42,6.64,4.91,3927.0
2021-02-16,1.41,68.55,591.58,16.66,7.0,5.28,4.79,3865.0
2021-02-17,2.5,68.5,584.62,16.62,6.73,6.17,5.23,2991.0
2021-02-18,1.38,68.53,589.42,16.04,6.34,7.08,5.06,2702.0
2021-02-19,2.03,68.5,584.62,17.36,6.87,5.82,4.61,2286.0
2021-02-20,0.76,68.5,584.62,17.41,6.95,6.12,5.02,2302.0
2021-02-21,4.26,68.5,584.62,16.79,7.03,5.89,4.94,1401.0
2021-02-22,4.46,68.51,586.64,16.71,7.07,5.37,5.21,2286.0
2021-02-23,0.81,68.5,584.62,16.92,6.93,6.04,4.68,2192.0
2021-02-24,1.17,68.5,584.62,17.23,6.94,6.51,5.01,1789.0
2021-02-25,3.73,68.5,584.62,16.89,6.43,6.3,5.32,1289.0
2021-02-26,0.84,68.5,584.73,17.4,6.68,5.84,5.23,1030.0
2021-02-27,0.16,68.5,584.62,17.21,6.63,6.01,4.75,1000.0
2021-02-28,3.83,68.5,584.62,16.73,6.73,5.5,4.85,1110.0
2021-03-01,4.81,68.58,596.08,16.19,6.7,5.89,5.43,1020.0
2021-03-02,2.39,68.65,607.08,17.15,7.23,5.67,4.74,1000.0
2021-03-03,4.17,68.62,602.06,17.41,6.74,5.61,5.35,1381.0
2021-03-04,2.1,68.72,617.69,17.51,7.01,5.51,5.34,1986.0
2021-03-05,2.16,68.65,607.55,18.04,6.57,6.51,5.36,1806.0
2021-03-06,1.44,68.66,608.82,17.01,6.71,5.89,5.27,1682.0
2021-03-07,3.33,68.6,599.07,16.94,7.08,6.17,4.3,2036.0
2021-03-08,4.08,68.63,604.38,18.3,6.69,5.58,5.03,1972.0
2021-03-09,2.44,68.71,616.86,17.68,7.18,5.01,4.85,2216.0
2021-03-10,4.16,68.66,607.93,17.83,6.54,6.08,4.91,2815.0
2021-03-11,0.59,68.63,604.3,18.79,6.51,6.27,5.14,2639.0
2021-03-12,3.43,68.56,594.22,18.17,6.57,6.8,5.03,2242.0
2021-03-13,3.3,68.6,599.43,18.48,6.21,7.0,5.41,2061.0
2021-03-14,1.35,68.64,604.91,18.62,6.66,5.85,5.58,2332.0
2021-03-15,2.44,68.5,584.62,17.98,6.36,5.48,4.94,2321.0
2021-03-16,3.5,68.52,587.61,19.04,6.65,5.61,5.22,2773.0
2021-03-17,2.36,68.56,593.39,18.35,6.77,5.88,4.41,2657.0
2021-03-18,4.13,68.53,589.36,19.27,6.25,6.61,5.21,3787.0
2021-03-19,2.46,68.55,592.47,19.01,6.47,5.85,5.36,4313.0
2021-03-20,2.53,68.55,591.83,19.3,6.55,6.44,4.86,4318.0
2021-03-21,3.06,68.52,588.06,18.92,6.55,5.99,5.06,4439.0
2021-03-22,4.55,68.53,589.87,18.46,6.82,6.09,4.97,4459.0
2021-03-23,0.6,68.53,588.95,19.05,6.57,6.21,4.96,3324.0
2021-03-24,1.02,68.5,584.62,19.63,6.92,5.45,4.88,2594.0
2021-03-25,1.13,68.5,584.62,19.75,6.15,6.09,5.65,2229.0
2021-03-26,4.32,68.52,587.78,19.41,6.56,6.33,4.91,2483.0
2021-03-27,2.48,68.53,589.84,19.82,5.87,7.31,5.0,2725.0
2021-03-28,4.33,68.5,584.62,19.41,6.32,6.3,4.82,3156.0
2021-03-29,2.33,68.58,596.51,19.9,6.67,5.49,5.21,3001.0
2021-03-30,2.21,68.5,584.62,20.05,6.88,5.82,4.95,3365.0
2021-03-31,3.91,68.53,589.73,20.15,6.3,6.31,5.3,4361.0
2021-04-01,1.71,68.52,587.76,20.16,6.48,6.01,5.05,3862.0
2021-04-02,0.77,68.5,584.62,20.52,6.46,5.79,4.76,3113.0
2021-04-03,3.37,68.5,584.62,20.98,6.15,6.56,5.13,2961.0
2021-04-04,2.04,68.55,592.65,20.81,6.03,6.39,5.26,3106.0
2021-04-05,4.33,68.58,596.65,20.99,6.31,6.03,5.78,2952.0
2021-04-06,2.46,68.54,590.72,21.5,6.48,5.85,5.14,3452.0
2021-04-07,1.43,68.5,584.62,21.15,6.41,5.35,4.68,3433.0
2021-04-08,2.5,68.5,584.62,21.3,6.17,6.58,4.67,3241.0
2021-04-09,3.42,68.56,593.83,21.24,6.21,6.0,5.43,3083.0
2021-04-10,2.07,68.6,599.44,21.85,6.39,5.73,5.14,2983.0
2021-04-11,0.58,68.5,584.62,21.69,6.22,6.44,5.0,2786.0
2021-04-12,1.77,68.5,584.62,22.17,6.01,6.06,4.89,2527.0
2021-04-13,0.91,68.5,584.62,21.48,5.89,6.89,5.41,1816.0
2021-04-14,4.9,68.5,584.62,22.74,6.38,5.84,5.18,2020.0
2021-04-15,3.88,68.69,613.24,22.14,6.1,5.69,4.84,3039.0
2021-04-16,3.87,68.76,623.54,22.78,6.31,5.46,5.45,3348.0
2021-04-17,1.59,68.77,625.79,22.38,6.37,5.9,5.34,2859.0
2021-04-18,1.17,68.59,597.52,22.71,6.18,5.35,5.01,2424.0
2021-04-19,1.64,68.5,584.62,23.12,6.29,5.9,5.37,1931.0
2021-04-20,0.69,68.5,584.62,23.48,6.2,6.39,4.85,3100.0
2021-04-21,2.08,68.5,584.62,23.45,6.49,5.94,5.34,3136.0
2021-04-22,0.03,68.5,584.62,24.37,6.0,5.88,5.39,2935.0
2021-04-23,3.7,68.5,584.62,23.41,5.64,6.73,5.22,2683.0
2021-04-24,4.55,68.53,588.72,24.06,6.24,6.37,4.66,3384.0
2021-04-25,0.88,68.5,584.94,24.38,5.9,6.25,5.23,3584.0
2021-04-26,2.3,68.5,584.62,23.97,6.12,5.91,4.85,3642.0
2021-04-27,1.07,68.5,584.62,24.54,5.87,5.91,5.48,3553.0
2021-04-28,1.0,68.5,584.62,24.47,4.81,10.19,4.98,2974.0
2021-04-29,2.33,68.5,584.62,25.22,6.32,5.69,4.85,2813.0
2021-04-30,2.86,68.52,588.24,24.72,6.09,5.95,5.2,1879.0
2021-05-01,0.22,68.5,584.62,25.02,5.58,6.71,6.01,2397.0
2021-05-02,1.55,68.5,584.62,25.45,5.95,5.93,5.22,2329.0
2021-05-03,1.41,68.5,584.62,25.8,5.83,6.34,5.2,2736.0
2021-05-04,0.92,68.5,584.62,24.89,6.32,5.69,5.38,3107.0
2021-05-05,3.36,68.5,584.62,24.5,5.84,6.21,5.25,2953.0
2021-05-06,3.0,68.59,598.41,25.34,5.7,6.17,5.27,3169.0
2021-05-07,3.13,68.62,603.08,26.01,5.84,5.77,5.52,4211.0
2021-05-08,2.14,68.61,600.49,26.48,5.74,5.98,5.48,4497.0
2021-05-09,0.01,68.55,592.29,25.62,6.04,5.79,5.08,4260.0
2021-05-10,2.69,68.5,584.62,26.95,4.7,10.01,5.14,3601.0
2021-05-11,2.58,68.5,584.62,26.63,5.51,6.46,5.0,3352.0
2021-05-12,1.91,68.5,584.62,26.44,5.57,6.28,5.73,8352.0
2021-05-13,3.18,68.5,584.62,27.12,5.55,6.04,4.98,8877.0
2021-05-14,1.8,68.5,584.62,26.76,5.61,6.21,5.18,7594.0
2021-05-15,4.4,68.5,584.62,26.83,5.85,6.02,5.08,7301.0
2021-05-16,1.17,68.55,591.39,27.47,6.04,6.09,4.81,7043.0
2021-05-17,1.73,68.51,586.66,27.32,5.63,6.31,4.34,6096.0
2021-05-18,4.5,68.5,584.62,27.42,5.62,5.9,5.16,6094.0
2021-05-19,3.95,68.51,586.83,28.49,5.6,6.34,4.92,6118.0
2021-05-20,4.87,68.6,600.25,28.24,5.53,5.16,5.46,6075.0
2021-05-21,3.93,68.7,614.26,27.71,5.56,6.71,5.1,6543.0
2021-05-22,3.26,68.71,616.29,27.42,5.72,6.46,5.06,6669.0
2021-05-23,1.02,68.71,615.42,27.73,5.82,5.87,4.94,5944.0
2021-05-24,4.7,68.63,603.54,27.9,5.5,6.66,5.0,6002.0
2021-05-25,2.05,68.66,608.6,28.59,5.52,6.12,5.09,5866.0
2021-05-26,3.46,68.63,603.75,28.88,5.66,6.05,5.52,6461.0
2021-05-27,4.99,68.62,603.3,28.39,5.38,6.74,4.96,6713.0
2021-05-28,2.29,68.76,623.2,28.87,5.55,6.75,5.27,6562.0
2021-05-29,0.01,68.6,599.1,29.13,4.96,6.68,5.12,6838.0
2021-05-30,0.04,68.5,584.62,29.52,5.56,5.52,5.11,6349.0
2021-05-31,3.38,68.5,584.62,29.36,5.29,5.92,4.8,5759.0
2021-06-01,4.46,68.6,599.57,29.38,5.11,6.09,5.49,6527.0
2021-06-02,11.59,68.92,647.06,30.25,5.39,6.14,5.56,7217.0
2021-06-03,19.45,69.64,756.17,30.19,5.0,6.07,5.59,9956.0
2021-06-04,39.57,70.94,950.19,30.07,5.3,6.28,5.92,13695.0
2021-06-05,26.45,72.85,1236.8,30.35,4.9,6.93,6.14,17060.0
2021-06-06,24.1,74.0,1409.62,29.28,5.32,6.78,5.76,19115.0
2021-06-07,40.12,74.0,1409.62,31.24,5.02,6.79,5.8,22472.0
2021-06-08,2.36,74.0,1409.62,30.79,4.98,6.7,6.23,22627.0
2021-06-09,4.89,73.98,1406.04,30.76,4.94,6.8,6.2,21409.0
2021-06-10,9.83,74.0,1409.62,30.53,4.5,6.83,5.89,19992.0
2021-06-11,29.4,74.0,1409.62,30.75,5.16,6.58,6.12,21307.0
2021-06-12,28.32,74.0,1409.62,30.43,5.1,7.48,5.71,24213.0
2021-06-13,4.81,74.0,1409.62,31.23,4.91,6.08,5.99,23995.0
2021-06-14,5.67,74.0,1409.62,31.47,5.04,6.63,5.96,22092.0
2021-06-15,39.79,74.0,1409.62,31.32,4.95,6.73,5.32,24121.0
2021-06-16,3.05,74.0,1409.62,31.01,4.65,6.73,6.59,24064.0
2021-06-17,41.47,74.0,1409.62,31.52,4.19,7.4,6.41,25000.0
2021-06-18,2.64,74.0,1409.62,31.39,5.19,6.69,5.86,25000.0
2021-06-19,5.57,74.0,1409.62,31.37,5.05,6.91,5.88,24511.0
2021-06-20,12.15,74.0,1409.62,31.93,4.99,6.67,6.0,23480.0
2021-06-21,35.12,74.0,1409.62,32.21,4.65,6.93,5.71,24755.0
2021-06-22,7.82,74.0,1409.62,32.08,5.04,6.22,6.06,24880.0
2021-06-23,12.12,74.0,1409.62,32.19,4.93,6.81,6.11,24270.0
2021-06-24,12.47,74.0,1409.62,32.76,5.16,6.04,6.02,23791.0
2021-06-25,34.55,74.0,1409.62,31.95,5.14,6.48,6.29,25000.0
2021-06-26,11.42,74.0,1409.62,32.84,5.0,6.25,5.84,25000.0
2021-06-27,5.91,74.0,1409.62,32.44,4.35,7.1,5.76,24129.0
2021-06-28,3.55,74.0,1409.62,31.87,4.76,6.86,6.26,22141.0
2021-06-29,5.56,74.0,1409.62,32.33,5.03,6.96,6.12,20308.0
2021-06-30,31.15,74.0,1409.62,32.23,4.74,6.32,5.88,22122.0
2021-07-01,10.08,74.0,1409.62,33.0,4.66,6.85,5.89,22687.0
2021-07-02,9.94,74.0,1409.62,32.71,4.91,6.97,5.6,21864.0
2021-07-03,4.99,74.0,1409.62,32.69,4.5,6.84,5.85,20843.0
2021-07-04,5.59,74.0,1409.62,33.0,4.79,6.51,6.06,19700.0
2021-07-05,15.98,74.0,1409.62,33.0,5.01,6.39,5.87,19578.0
2021-07-06,2.93,74.0,1409.62,33.0,4.49,7.47,5.92,18843.0
2021-07-07,14.63,74.0,1409.62,32.81,4.88,6.93,6.46,18591.0
2021-07-08,17.23,74.0,1409.62,32.87,4.48,6.82,6.29,19169.0
2021-07-09,35.41,74.0,1409.62,32.81,4.74,7.12,5.66,21741.0
2021-07-10,2.81,74.0,1409.62,33.0,4.73,6.9,5.95,21368.0
2021-07-11,28.89,74.0,1409.62,33.0,4.61,6.89,6.12,21768.0
2021-07-12,2.27,74.0,1409.62,33.0,5.01,6.1,6.3,20877.0
2021-07-13,18.83,74.0,1409.62,33.0,4.8,6.59,6.26,20800.0
2021-07-14,10.85,74.0,1409.62,33.0,4.83,6.25,6.0,20354.0
2021-07-15,5.31,74.0,1409.62,33.0,3.52,10.68,6.13,18885.0
2021-07-16,1.69,74.0,1409.62,33.0,4.67,7.14,5.92,17601.0
2021-07-17,26.3,74.0,1409.62,33.0,4.5,7.18,6.1,18791.0
2021-07-18,6.95,74.0,1409.62,33.0,5.01,6.84,5.87,18536.0
2021-07-19,37.72,74.0,1409.62,33.0,5.14,5.76,5.64,21269.0
2021-07-20,39.6,74.0,1409.62,33.0,4.78,6.77,5.27,25000.0
2021-07-21,5.05,74.0,1409.62,33.0,4.49,7.26,6.23,25000.0
2021-07-22,4.28,74.0,1409.62,33.0,5.3,6.54,5.2,23473.0
2021-07-23,10.91,74.0,1409.62,33.0,4.54,6.77,5.75,22932.0
2021-07-24,16.11,74.0,1409.62,33.0,4.89,6.46,6.01,23616.0
2021-07-25,40.68,74.0,1409.62,33.0,4.52,6.67,5.58,25000.0
2021-07-26,6.73,74.0,1409.62,33.0,5.2,6.2,5.45,25000.0
2021-07-27,3.51,74.0,1409.62,33.0,3.51,11.05,5.78,24877.0
2021-07-28,6.22,74.0,1409.62,33.0,4.97,6.62,5.54,23324.0
2021-07-29,27.23,74.0,1409.62,33.0,4.87,6.93,5.78,23848.0
2021-07-30,4.22,74.0,1409.62,33.0,4.68,6.01,5.98,22803.0
2021-07-31,38.74,74.0,1409.62,33.0,4.7,6.85,5.92,24373.0
2021-08-01,42.04,74.0,1409.62,33.0,4.57,7.5,5.84,25000.0
2021-08-02,2.88,74.0,1409.62,33.0,4.71,6.9,5.9,25000.0
2021-08-03,27.91,74.0,1409.62,33.0,4.52,6.14,5.75,25000.0
2021-08-04,6.5,74.0,1409.62,33.0,4.44,6.8,6.13,25000.0
2021-08-05,1.79,74.0,1409.62,33.0,4.39,7.13,5.65,25000.0
2021-08-06,37.37,74.0,1409.62,33.0,4.54,6.55,6.04,25000.0
2021-08-07,17.46,74.0,1409.62,33.0,4.62,6.46,6.26,25000.0
2021-08-08,13.93,74.0,1409.62,33.0,4.31,7.39,5.98,25000.0
2021-08-09,12.74,74.0,1409.62,33.0,4.59,6.83,5.36,25000.0
2021-08-10,25.95,74.0,1409.62,33.0,4.88,6.63,6.04,25000.0
2021-08-11,8.74,74.0,1409.62,33.0,5.03,5.72,5.95,25000.0
2021-08-12,12.94,74.0,1409.62,33.0,4.56,6.85,5.65,25000.0
2021-08-13,20.89,74.0,1409.62,33.0,4.97,6.36,5.4,25000.0
2021-08-14,20.0,74.0,1409.62,33.0,4.56,6.84,5.71,25000.0
2021-08-15,5.3,74.0,1409.62,33.0,4.69,6.88,6.29,25000.0
2021-08-16,11.02,74.0,1409.62,33.0,5.24,5.52,5.93,24184.0
2021-08-17,26.21,74.0,1409.62,33.0,5.02,6.65,5.34,25000.0
2021-08-18,12.27,74.0,1409.62,33.0,5.09,6.6,5.58,25000.0
2021-08-19,32.5,74.0,1409.62,33.0,4.8,6.72,5.92,25000.0
2021-08-20,4.82,74.0,1409.62,33.0,4.72,6.82,5.39,25000.0
2021-08-21,10.62,74.0,1409.62,33.0,4.53,7.21,5.82,24786.0
2021-08-22,4.49,74.0,1409.62,33.0,4.99,6.13,5.47,23369.0
2021-08-23,41.6,74.0,1409.62,32.81,4.2,6.54,5.97,25000.0
2021-08-24,5.78,74.0,1409.62,33.0,4.52,6.78,5.98,25000.0
2021-08-25,28.97,74.0,1409.62,33.0,4.89,6.48,6.46,25000.0
2021-08-26,4.21,74.0,1409.62,32.75,4.73,6.83,5.42,25000.0
2021-08-27,28.51,74.0,1409.62,33.0,5.02,6.62,5.61,25000.0
2021-08-28,31.94,74.0,1409.62,32.88,5.17,7.12,5.94,25000.0
2021-08-29,16.4,74.0,1409.62,32.66,5.02,6.91,6.1,25000.0
2021-08-30,38.25,74.0,1409.62,32.83,5.24,6.4,5.63,25000.0
2021-08-31,3.46,74.0,1409.62,33.0,4.9,6.29,5.9,25000.0
2021-09-01,9.96,74.0,1409.62,32.7,5.02,6.57,6.01,25000.0
2021-09-02,39.36,74.0,1409.62,32.09,5.12,6.93,5.5,25000.0
2021-09-03,18.83,74.0,1409.62,32.64,4.88,7.06,5.85,25000.0
2021-09-04,16.34,74.0,1409.62,33.0,4.65,6.91,5.99,25000.0
2021-09-05,11.77,74.0,1409.62,32.34,5.02,6.22,5.92,25000.0
2021-09-06,4.13,74.0,1409.62,32.53,4.65,6.7,6.12,25000.0
2021-09-07,28.96,74.0,1409.62,32.1,5.11,5.98,6.25,25000.0
2021-09-08,3.2,74.0,1409.62,32.65,4.87,6.42,6.31,25000.0
2021-09-09,32.93,74.0,1409.62,31.12,4.67,6.78,5.73,25000.0
2021-09-10,5.43,74.0,1409.62,31.99,4.78,6.5,5.43,25000.0
2021-09-11,7.54,74.0,1409.62,31.8,4.92,7.11,5.86,25000.0
2021-09-12,4.54,74.0,1409.62,31.59,5.03,6.69,5.87,24209.0
2021-09-13,28.16,74.0,1409.62,31.05,4.79,6.17,6.3,24440.0
2021-09-14,1.51,74.0,1409.62,30.98,5.0,6.79,5.61,24311.0
2021-09-15,34.39,74.0,1409.62,31.51,5.02,6.45,6.62,24686.0
2021-09-16,4.3,74.0,1409.62,31.28,4.84,6.81,6.27,23807.0
2021-09-17,4.36,74.0,1409.62,30.8,5.03,7.1,6.0,21515.0
2021-09-18,36.35,74.0,1409.62,31.01,5.06,7.02,6.2,23052.0
2021-09-19,44.16,74.0,1409.62,31.31,4.87,6.78,6.3,25000.0
2021-09-20,34.24,74.0,1409.62,30.51,5.04,6.6,5.59,25000.0
2021-09-21,16.35,74.0,1409.62,30.88,4.64,7.11,5.96,25000.0
2021-09-22,6.55,74.0,1409.62,30.78,5.33,6.56,5.57,25000.0
2021-09-23,3.39,74.0,1409.62,31.13,5.27,6.16,6.15,25000.0
2021-09-24,2.52,74.0,1409.62,30.2,5.13,6.82,6.38,24840.0
2021-09-25,5.03,74.0,1409.62,30.66,5.37,5.54,5.94,23391.0
2021-09-26,16.23,74.0,1409.62,29.88,4.9,7.07,6.18,23322.0
2021-09-27,26.89,74.0,1409.62,30.73,5.28,6.07,5.89,24462.0
2021-09-28,19.35,74.0,1409.62,29.82,5.42,6.61,5.53,25000.0
2021-09-29,1.95,74.0,1409.62,29.28,5.09,6.37,5.66,23706.0
2021-09-30,4.28,73.94,1399.9,29.45,5.18,6.69,5.87,21749.0
2021-10-01,1.08,73.91,1396.49,30.01,4.93,6.28,5.99,19678.0
2021-10-02,3.11,73.81,1381.38,29.51,5.25,6.22,5.3,18093.0
2021-10-03,1.5,73.82,1383.16,28.63,5.18,7.3,5.7,16498.0
2021-10-04,3.16,73.79,1378.32,29.23,5.29,7.12,5.74,15425.0
2021-10-05,2.18,73.84,1386.28,29.28,5.53,6.71,5.6,14667.0
2021-10-06,2.06,73.75,1372.71,29.33,5.35,6.43,5.23,13522.0
2021-10-07,3.64,73.77,1375.87,28.57,5.41,6.52,5.94,12144.0
2021-10-08,1.36,73.76,1373.55,28.54,5.0,7.72,6.12,11040.0
2021-10-09,2.22,73.71,1366.06,28.32,5.04,6.72,6.12,10367.0
2021-10-10,0.47,73.61,1351.77,28.65,5.21,6.41,5.76,9018.0
2021-10-11,1.01,73.45,1326.66,27.89,4.91,6.62,6.1,8493.0
2021-10-12,2.19,73.33,1308.46,28.11,5.44,6.91,5.54,7676.0
2021-10-13,1.24,73.29,1303.31,28.05,5.2,6.91,5.76,6988.0
2021-10-14,4.22,73.16,1283.51,26.89,5.51,6.76,5.75,7058.0
2021-10-15,0.76,73.13,1278.51,27.4,5.25,6.52,6.01,6312.0
2021-10-16,1.89,73.02,1262.33,27.86,5.04,7.35,5.72,6055.0
2021-10-17,0.27,72.94,1250.75,26.49,5.33,7.1,5.6,5027.0
2021-10-18,4.82,72.81,1231.83,27.2,5.28,6.6,5.74,5125.0
2021-10-19,2.34,72.87,1240.78,27.33,5.66,6.59,6.03,5572.0
2021-10-20,4.62,72.94,1250.83,26.2,5.49,7.0,6.09,6099.0
2021-10-21,1.43,72.94,1250.71,26.83,5.22,6.89,5.66,5482.0
2021-10-22,3.8,72.98,1255.9,26.06,5.49,6.41,5.34,6026.0
2021-10-23,3.23,72.98,1257.21,26.34,5.5,6.35,5.94,5257.0
2021-10-24,2.79,73.02,1262.36,25.94,5.36,6.33,5.95,10332.0
2021-10-25,2.17,72.96,1253.03,25.9,5.28,6.8,6.09,9832.0
2021-10-26,4.53,72.91,1246.22,25.24,5.63,6.46,5.78,9168.0
2021-10-27,1.02,72.88,1242.35,25.35,5.78,6.71,5.69,8773.0
2021-10-28,2.25,72.92,1246.88,25.55,5.47,6.54,5.83,7975.0
2021-10-29,0.05,72.71,1215.94,25.89,5.59,6.68,5.99,6961.0
2021-10-30,3.51,72.53,1189.52,24.87,5.32,6.82,6.34,6858.0
2021-10-31,0.56,72.35,1161.91,24.77,5.73,6.29,5.09,6866.0
2021-11-01,4.8,72.29,1152.95,25.35,5.45,6.89,5.17,6544.0
2021-11-02,2.5,72.35,1162.71,24.86,5.69,6.22,5.62,6815.0
2021-11-03,2.94,72.36,1163.65,24.26,5.5,7.69,5.56,6822.0
2021-11-04,2.89,72.44,1175.25,25.08,5.76,6.14,5.59,6172.0
2021-11-05,2.36,72.32,1158.33,24.37,5.38,6.58,5.62,5959.0
2021-11-06,4.46,72.25,1147.63,24.14,5.8,6.41,5.93,5637.0
2021-11-07,0.72,72.24,1145.89,23.68,6.01,6.14,5.13,5035.0
2021-11-08,2.36,72.05,1117.58,24.55,5.78,6.81,5.62,5047.0
2021-11-09,2.36,71.96,1104.22,24.36,5.74,6.4,5.4,5280.0
2021-11-10,0.41,71.81,1081.31,23.96,5.48,6.28,5.89,4397.0
2021-11-11,1.07,71.67,1059.79,22.99,6.36,5.92,5.77,4603.0
2021-11-12,2.3,71.6,1049.9,22.86,6.32,6.35,5.35,4555.0
2021-11-13,0.82,71.53,1038.44,23.08,6.34,5.38,5.2,3768.0
2021-11-14,1.79,71.44,1025.6,23.69,5.43,6.29,5.16,3789.0
2021-11-15,3.8,71.46,1028.46,22.47,6.51,5.88,5.73,3638.0
2021-11-16,0.94,71.41,1020.86,22.48,6.02,6.46,5.4,3624.0
